epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,3800.22,1.16016,2.08703,0.93109,1.22224,0.78421,0.65934,0.74247,0.47431,0.78267,0.64577,0.72538,0.38652,1.2112,2.03235,0.85897,1.19954,0.0007261,0.0007261,0.0007261
85,3844.95,1.15566,2.0666,0.92896,1.22242,0.78111,0.66036,0.74318,0.4748,0.77847,0.65154,0.72775,0.38612,1.20981,2.03331,0.8593,1.19865,0.0007228,0.0007228,0.0007228
86,3889.42,1.15307,2.06782,0.92858,1.21963,0.78538,0.65804,0.74397,0.47502,0.792,0.64534,0.7292,0.38729,1.20877,2.03252,0.85923,1.19754,0.0007195,0.0007195,0.0007195
87,3934.1,1.16236,2.07638,0.9372,1.22336,0.79187,0.65572,0.74511,0.47507,0.80151,0.64013,0.7287,0.38776,1.20845,2.03413,0.85626,1.19713,0.0007162,0.0007162,0.0007162
88,3978.93,1.14628,2.06783,0.92717,1.21971,0.78247,0.66096,0.74532,0.47577,0.80043,0.64345,0.72728,0.3874,1.20845,2.03453,0.85601,1.19704,0.0007129,0.0007129,0.0007129
89,4023.61,1.15664,2.0642,0.93059,1.21797,0.78346,0.66169,0.7445,0.47534,0.79572,0.6447,0.72717,0.38697,1.20882,2.03576,0.85697,1.19752,0.0007096,0.0007096,0.0007096
90,4068.11,1.16712,2.06683,0.92614,1.21849,0.78109,0.66667,0.74265,0.47435,0.78974,0.64743,0.72533,0.38747,1.20963,2.03792,0.85666,1.1981,0.0007063,0.0007063,0.0007063
91,4112.61,1.14661,2.06713,0.91895,1.2153,0.78327,0.66368,0.74298,0.47481,0.78727,0.64811,0.72591,0.3875,1.20984,2.03688,0.85583,1.19881,0.000703,0.000703,0.000703
92,4155.86,1.14753,2.06724,0.92591,1.21851,0.77955,0.66972,0.74262,0.47542,0.77646,0.65669,0.72666,0.38729,1.21273,2.03865,0.85473,1.20146,0.0006997,0.0006997,0.0006997
93,4200.06,1.14777,2.05945,0.91625,1.21013,0.77811,0.67032,0.74287,0.47447,0.77896,0.6569,0.72703,0.3875,1.21376,2.04019,0.855,1.20173,0.0006964,0.0006964,0.0006964
94,4244.95,1.1452,2.07137,0.91868,1.21327,0.77485,0.67234,0.74199,0.47467,0.7825,0.6534,0.72582,0.38703,1.21403,2.03966,0.85421,1.20118,0.0006931,0.0006931,0.0006931
95,4290.44,1.15315,2.05469,0.91348,1.2117,0.77678,0.66827,0.74195,0.47514,0.78335,0.65478,0.72661,0.38692,1.21514,2.04148,0.85339,1.20116,0.0006898,0.0006898,0.0006898
96,4336.66,1.15243,2.06187,0.91772,1.21023,0.77993,0.66567,0.74181,0.47459,0.783,0.65103,0.72593,0.38664,1.21506,2.04234,0.85092,1.20146,0.0006865,0.0006865,0.0006865
97,4381.7,1.1337,2.04783,0.90168,1.21014,0.77738,0.66633,0.74155,0.47424,0.77914,0.65757,0.7271,0.38679,1.21615,2.04321,0.84946,1.20236,0.0006832,0.0006832,0.0006832
98,4426.64,1.14419,2.06031,0.91617,1.21213,0.77107,0.67065,0.74081,0.47393,0.77836,0.65578,0.72614,0.38635,1.21625,2.04417,0.8486,1.20222,0.0006799,0.0006799,0.0006799
99,4471.83,1.13969,2.05765,0.90817,1.21002,0.77915,0.66346,0.74086,0.47437,0.77959,0.65108,0.72629,0.38708,1.2161,2.04311,0.84715,1.20253,0.0006766,0.0006766,0.0006766
100,4516.32,1.13313,2.05118,0.90642,1.20776,0.77492,0.66667,0.74159,0.47455,0.78175,0.65506,0.72731,0.38725,1.21654,2.04312,0.84715,1.20278,0.0006733,0.0006733,0.0006733
101,4561.22,1.1329,2.04802,0.89823,1.20982,0.77623,0.66503,0.74114,0.47456,0.77887,0.65672,0.72762,0.38719,1.21671,2.04322,0.84674,1.20309,0.00067,0.00067,0.00067
102,4605.49,1.1372,2.05223,0.9072,1.20897,0.77546,0.66436,0.74054,0.47393,0.77744,0.65738,0.72767,0.38738,1.2169,2.04381,0.8459,1.20323,0.0006667,0.0006667,0.0006667
103,4650.28,1.14011,2.04945,0.89986,1.209,0.77617,0.66169,0.74029,0.47343,0.77817,0.65638,0.72761,0.38801,1.21727,2.04476,0.84655,1.20379,0.0006634,0.0006634,0.0006634
104,4694.68,1.13169,2.05059,0.90203,1.20698,0.77767,0.66036,0.74067,0.4736,0.78152,0.65374,0.72617,0.38748,1.21717,2.04558,0.84565,1.2036,0.0006601,0.0006601,0.0006601
105,4739.25,1.13663,2.04575,0.89938,1.20803,0.77914,0.66136,0.74147,0.474,0.78262,0.65439,0.72677,0.38781,1.21797,2.04612,0.84554,1.20429,0.0006568,0.0006568,0.0006568
106,4783.93,1.12986,2.04352,0.89203,1.20319,0.78144,0.66055,0.74164,0.4739,0.78314,0.65539,0.72693,0.38756,1.21822,2.04661,0.84586,1.20477,0.0006535,0.0006535,0.0006535
107,4826.8,1.12955,2.04362,0.8881,1.20119,0.77771,0.66258,0.74119,0.47384,0.78348,0.65406,0.72552,0.38753,1.21849,2.04665,0.84559,1.20457,0.0006502,0.0006502,0.0006502
108,4870.5,1.12513,2.0335,0.88312,1.19823,0.77798,0.66368,0.74197,0.47395,0.78049,0.65452,0.72495,0.3871,1.2184,2.04781,0.84523,1.20459,0.0006469,0.0006469,0.0006469
109,4914.62,1.12302,2.0396,0.88274,1.20254,0.78394,0.66136,0.74272,0.47333,0.7829,0.65308,0.72544,0.38726,1.21802,2.04724,0.846,1.20445,0.0006436,0.0006436,0.0006436
110,4959.06,1.12459,2.03883,0.88667,1.20069,0.78246,0.66368,0.74298,0.47348,0.78468,0.65274,0.72457,0.38714,1.21832,2.04659,0.84658,1.20486,0.0006403,0.0006403,0.0006403
111,5003.62,1.12392,2.03773,0.88536,1.19937,0.78385,0.66302,0.74307,0.47335,0.78438,0.65273,0.72372,0.38697,1.21874,2.04612,0.84672,1.2055,0.000637,0.000637,0.000637
112,5048.97,1.12833,2.0369,0.88363,1.20232,0.77915,0.66501,0.74276,0.47387,0.78744,0.65075,0.72275,0.38708,1.2199,2.0466,0.84578,1.20632,0.0006337,0.0006337,0.0006337
113,5091.83,1.11712,2.03545,0.87708,1.19802,0.77793,0.66807,0.74241,0.47375,0.78119,0.65041,0.72187,0.38615,1.22012,2.0476,0.84527,1.20612,0.0006304,0.0006304,0.0006304
114,5136.24,1.12202,2.0371,0.8868,1.20052,0.77923,0.66667,0.742,0.4734,0.78523,0.65075,0.72145,0.38694,1.22082,2.04825,0.84498,1.20677,0.0006271,0.0006271,0.0006271
115,5181.16,1.11695,2.02415,0.88277,1.19247,0.77768,0.66714,0.74089,0.47322,0.78652,0.64942,0.722,0.38737,1.22081,2.04826,0.84536,1.20664,0.0006238,0.0006238,0.0006238
116,5225.99,1.12196,2.03769,0.88678,1.19763,0.77956,0.666,0.74141,0.47335,0.78377,0.64942,0.72239,0.38679,1.2212,2.04781,0.8456,1.20673,0.0006205,0.0006205,0.0006205
117,5269.7,1.11823,2.0262,0.87668,1.19713,0.77819,0.667,0.74104,0.47318,0.78544,0.64942,0.72172,0.38687,1.22083,2.04799,0.8461,1.20642,0.0006172,0.0006172,0.0006172
118,5315.17,1.12208,2.03373,0.88291,1.19737,0.78072,0.66483,0.74085,0.47313,0.78614,0.64863,0.72212,0.38694,1.22145,2.04819,0.84673,1.20688,0.0006139,0.0006139,0.0006139
119,5360.02,1.11826,2.02318,0.87816,1.19345,0.78032,0.66681,0.74082,0.47272,0.7842,0.64876,0.72121,0.38714,1.22184,2.04842,0.84768,1.20686,0.0006106,0.0006106,0.0006106
120,5404.25,1.11832,2.02019,0.87636,1.18866,0.77728,0.67137,0.7409,0.47331,0.78492,0.64909,0.72354,0.38756,1.22145,2.0495,0.8484,1.20609,0.0006073,0.0006073,0.0006073
121,5449.46,1.1174,2.01988,0.87541,1.19496,0.77421,0.67164,0.74018,0.47322,0.7822,0.6471,0.72171,0.38691,1.22225,2.04937,0.84869,1.20682,0.000604,0.000604,0.000604
122,5494.24,1.10902,2.01164,0.86728,1.19052,0.77378,0.67162,0.74012,0.47292,0.78664,0.64643,0.72236,0.38756,1.2231,2.05008,0.84827,1.20693,0.0006007,0.0006007,0.0006007
123,5539.32,1.11321,2.02153,0.87071,1.18844,0.77259,0.67157,0.74034,0.47295,0.79002,0.64478,0.72291,0.38757,1.22294,2.05115,0.84799,1.20718,0.0005974,0.0005974,0.0005974
124,5584.55,1.10621,2.00975,0.86422,1.18828,0.7721,0.67083,0.74032,0.47289,0.79095,0.64312,0.72262,0.38795,1.22304,2.05074,0.84782,1.20743,0.0005941,0.0005941,0.0005941
125,5629.72,1.10851,2.01066,0.86329,1.19016,0.77161,0.67231,0.74129,0.47286,0.79208,0.64567,0.7233,0.38843,1.22331,2.05054,0.84766,1.20777,0.0005908,0.0005908,0.0005908
126,5674.58,1.1093,2.01858,0.8692,1.19278,0.77123,0.66998,0.74048,0.47251,0.79224,0.64411,0.72304,0.38789,1.22355,2.05016,0.84749,1.20794,0.0005875,0.0005875,0.0005875
127,5719.63,1.11556,2.00981,0.86337,1.19026,0.77166,0.66917,0.74025,0.47283,0.79396,0.64312,0.7227,0.38807,1.22349,2.05059,0.84776,1.20808,0.0005842,0.0005842,0.0005842
128,5764.25,1.10622,2.00497,0.85197,1.18781,0.77559,0.66766,0.74015,0.4724,0.79458,0.6466,0.72412,0.38797,1.22413,2.05158,0.8482,1.20839,0.0005809,0.0005809,0.0005809
129,5808.51,1.10699,2.00388,0.86499,1.18537,0.77397,0.66998,0.74051,0.47248,0.78972,0.64896,0.72418,0.3878,1.22418,2.05194,0.84781,1.20821,0.0005776,0.0005776,0.0005776
130,5854.16,1.10892,2.01061,0.86303,1.18637,0.77523,0.66806,0.74012,0.47233,0.79275,0.64411,0.72237,0.38714,1.22506,2.05131,0.8487,1.20882,0.0005743,0.0005743,0.0005743
131,5891.69,1.10343,2.00451,0.86168,1.18574,0.77697,0.66965,0.74113,0.47212,0.7916,0.6471,0.72362,0.38745,1.22556,2.05219,0.84866,1.20954,0.000571,0.000571,0.000571
132,5931.87,1.09463,1.98356,0.85312,1.18113,0.77596,0.66965,0.74067,0.47246,0.78016,0.65406,0.72338,0.38743,1.22571,2.05226,0.84793,1.20934,0.0005677,0.0005677,0.0005677
133,5976.75,1.10276,2.00868,0.85458,1.18703,0.77761,0.66866,0.741,0.47226,0.77912,0.65406,0.72387,0.38778,1.22543,2.05257,0.84754,1.20889,0.0005644,0.0005644,0.0005644
134,6021.71,1.10342,1.99612,0.84916,1.18225,0.77506,0.66971,0.74093,0.47186,0.77562,0.65578,0.724,0.38768,1.22545,2.05329,0.84771,1.20889,0.0005611,0.0005611,0.0005611
135,6065.99,1.10294,2.00207,0.84699,1.18089,0.77832,0.66833,0.74112,0.47174,0.77594,0.65586,0.72349,0.38721,1.22608,2.05454,0.84669,1.20956,0.0005578,0.0005578,0.0005578
136,6110.6,1.10101,1.99783,0.84699,1.18197,0.7731,0.67016,0.74098,0.47136,0.78753,0.64909,0.72313,0.38719,1.22591,2.05529,0.84642,1.20931,0.0005545,0.0005545,0.0005545
137,6155.61,1.09356,2.00186,0.84839,1.18339,0.77126,0.67231,0.7411,0.47144,0.79635,0.64328,0.72445,0.38703,1.22601,2.05446,0.84632,1.20971,0.0005512,0.0005512,0.0005512
138,6200.72,1.09334,1.99355,0.84598,1.17663,0.77124,0.67264,0.74146,0.472,0.78329,0.65041,0.72421,0.3874,1.22547,2.05494,0.84633,1.20956,0.0005479,0.0005479,0.0005479
139,6245.73,1.0944,1.99146,0.8475,1.17751,0.77295,0.6707,0.74112,0.47199,0.78355,0.65197,0.72358,0.3873,1.22484,2.05429,0.846,1.20904,0.0005446,0.0005446,0.0005446
140,6290.87,1.0903,1.99698,0.8485,1.17717,0.76982,0.6733,0.74145,0.47191,0.78307,0.65307,0.72386,0.38727,1.22506,2.05352,0.84613,1.20912,0.0005413,0.0005413,0.0005413
141,6334.74,1.08717,1.98824,0.84475,1.17641,0.77166,0.6714,0.74118,0.47194,0.78177,0.65586,0.72359,0.38713,1.22499,2.05352,0.84555,1.20919,0.000538,0.000538,0.000538
142,6379.24,1.08568,1.9764,0.83507,1.17571,0.77066,0.67206,0.7413,0.47218,0.78342,0.65274,0.72396,0.38699,1.22489,2.05411,0.84496,1.20928,0.0005347,0.0005347,0.0005347
143,6424.83,1.09271,1.98121,0.84425,1.1767,0.77187,0.67106,0.74133,0.47231,0.78464,0.65207,0.72374,0.38683,1.22464,2.05396,0.84493,1.20924,0.0005314,0.0005314,0.0005314
144,6470.02,1.08861,1.98713,0.8424,1.1783,0.77319,0.66937,0.7413,0.47176,0.78498,0.65108,0.72402,0.38697,1.22468,2.05478,0.84507,1.20943,0.0005281,0.0005281,0.0005281
145,6514.72,1.09363,1.9916,0.84078,1.18136,0.77971,0.666,0.74041,0.47181,0.78252,0.65141,0.72262,0.38669,1.22401,2.05398,0.84543,1.20906,0.0005248,0.0005248,0.0005248
146,6559.7,1.09004,1.97841,0.83799,1.1748,0.77999,0.66434,0.74073,0.47187,0.78315,0.65141,0.72286,0.3869,1.22378,2.05483,0.8461,1.20898,0.0005215,0.0005215,0.0005215
147,6604.67,1.08198,1.98805,0.83653,1.17357,0.77785,0.66468,0.73987,0.4713,0.78543,0.64953,0.72232,0.38658,1.22411,2.0555,0.84551,1.20949,0.0005182,0.0005182,0.0005182
148,6649.18,1.08488,1.98479,0.83143,1.17652,0.77392,0.66633,0.73957,0.47161,0.78508,0.65207,0.72266,0.38651,1.22359,2.05562,0.84584,1.20916,0.0005149,0.0005149,0.0005149
149,6694.11,1.09191,1.98851,0.8415,1.17665,0.77725,0.66235,0.73932,0.47141,0.78796,0.65041,0.72352,0.38661,1.22396,2.05619,0.84542,1.20976,0.0005116,0.0005116,0.0005116
150,6738.85,1.09004,1.9823,0.83987,1.17077,0.77721,0.66301,0.74002,0.47109,0.79301,0.64776,0.72323,0.38668,1.22485,2.05656,0.84538,1.21043,0.0005083,0.0005083,0.0005083
151,6784.42,1.08186,1.97917,0.82925,1.17493,0.77679,0.66302,0.73902,0.47094,0.78696,0.64942,0.7236,0.38604,1.22457,2.05639,0.84587,1.21043,0.000505,0.000505,0.000505
152,6829.92,1.07277,1.96784,0.82241,1.1697,0.77477,0.6663,0.73972,0.47139,0.78677,0.64986,0.72364,0.38592,1.22493,2.05625,0.84642,1.2105,0.0005017,0.0005017,0.0005017
153,6875.13,1.08483,1.97725,0.83012,1.1715,0.7775,0.66501,0.74009,0.47074,0.78669,0.64953,0.72311,0.38596,1.22518,2.05746,0.84618,1.21054,0.0004984,0.0004984,0.0004984
154,6919.9,1.07593,1.97627,0.82615,1.16955,0.77577,0.667,0.74033,0.47064,0.78677,0.65041,0.72307,0.38573,1.22509,2.05746,0.8466,1.21058,0.0004951,0.0004951,0.0004951
155,6964.91,1.08046,1.97497,0.82997,1.16952,0.78062,0.66335,0.73929,0.47058,0.78475,0.65108,0.72211,0.38566,1.22579,2.05734,0.84628,1.21115,0.0004918,0.0004918,0.0004918
156,7010.24,1.07431,1.97258,0.82395,1.16654,0.78154,0.66368,0.73973,0.47001,0.78444,0.65108,0.72218,0.38579,1.22678,2.05785,0.84603,1.21177,0.0004885,0.0004885,0.0004885
157,7055.01,1.07825,1.97278,0.82195,1.16824,0.78308,0.66202,0.73938,0.46994,0.78505,0.65075,0.72208,0.38532,1.22669,2.05954,0.84722,1.21123,0.0004852,0.0004852,0.0004852
158,7100.32,1.07616,1.96307,0.82055,1.16779,0.78231,0.66235,0.7386,0.47005,0.78351,0.65061,0.72104,0.38449,1.22661,2.06011,0.84805,1.21142,0.0004819,0.0004819,0.0004819
159,7144.28,1.0811,1.97309,0.83098,1.16988,0.78611,0.6597,0.73765,0.47009,0.78119,0.65141,0.72094,0.38478,1.22639,2.0596,0.84781,1.21105,0.0004786,0.0004786,0.0004786
160,7188.64,1.07434,1.96746,0.81965,1.16353,0.78501,0.66002,0.73784,0.46978,0.78056,0.65243,0.72116,0.38439,1.22586,2.06033,0.84882,1.21085,0.0004753,0.0004753,0.0004753
161,7232.83,1.0737,1.96758,0.8207,1.16208,0.78485,0.66103,0.73744,0.4698,0.78257,0.65274,0.72114,0.38433,1.22645,2.061,0.84915,1.21116,0.000472,0.000472,0.000472
162,7277.06,1.08167,1.96291,0.82123,1.16145,0.78705,0.65951,0.73753,0.4695,0.7826,0.65274,0.72075,0.38433,1.22669,2.06095,0.84822,1.21145,0.0004687,0.0004687,0.0004687
163,7320.7,1.06801,1.95684,0.8143,1.16336,0.77878,0.66468,0.73816,0.46938,0.78249,0.65267,0.72092,0.38417,1.22616,2.06175,0.84874,1.21128,0.0004654,0.0004654,0.0004654
164,7364.98,1.0678,1.96837,0.81453,1.16125,0.77741,0.66607,0.73817,0.46989,0.78182,0.65367,0.72086,0.38464,1.2266,2.0619,0.84876,1.21123,0.0004621,0.0004621,0.0004621
165,7409.25,1.06677,1.96053,0.81329,1.16332,0.77466,0.66667,0.73757,0.46895,0.78234,0.65274,0.72059,0.38445,1.22627,2.06241,0.84906,1.21087,0.0004588,0.0004588,0.0004588
166,7453.98,1.06413,1.94824,0.81121,1.16279,0.77839,0.66667,0.73789,0.46906,0.78245,0.65251,0.72003,0.38436,1.22561,2.06219,0.84803,1.21046,0.0004555,0.0004555,0.0004555
167,7496.91,1.06184,1.95063,0.81079,1.16463,0.77276,0.66866,0.73791,0.46917,0.77833,0.65439,0.72032,0.38456,1.225,2.06256,0.84925,1.21009,0.0004522,0.0004522,0.0004522
168,7541.08,1.07211,1.9474,0.80929,1.15849,0.77663,0.66733,0.73818,0.46904,0.77846,0.65616,0.7202,0.38444,1.22625,2.06368,0.84995,1.21067,0.0004489,0.0004489,0.0004489
